Country,Age,isbn,average_rating,original_publication_year,title,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,price
 usa,29,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,45,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,39,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,40,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,35,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,31,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,25,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,27,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,59,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,61,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,40,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,22,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,19,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,38,031242227X,3.7,2002.0,Running with Scissors,293878,13569,27249,78405,105786,81379,5.55
 usa,30,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,28,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,47,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,32,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,40,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,28,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,29,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 portugal,32,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,30,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,40,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,28,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 australia,22,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,33,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 spain,28,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,21,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,21,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,36,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,37,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,28,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,34,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,52,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 usa,27,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 united kingdom,32,038070613X,3.98,1987.0,"Taliesin (The Pendragon Cycle, #1)",12435,206,714,2902,5017,4695,4.33
 united kingdom,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,57,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,24,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,20,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,16,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 canada,33,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,24,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 australia,24,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,36,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 canada,39,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,49,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,31,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,36,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,63,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,27,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 australia,40,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 malaysia,31,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 ireland,32,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,24,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,38,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,23,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,25,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,33,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,23,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 spain,36,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 finland,24,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,61,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,32,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,30,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,29,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,32,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,32,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 canada,18,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,55,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 denmark,29,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,47,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 portugal,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,27,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,39,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,30,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,38,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,37,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,34,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,26,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,35,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 canada,47,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,25,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,47,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,54,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,17,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,65,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,29,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,25,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,41,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,55,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,18,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,47,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,35,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,57,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,45,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,33,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,24,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,27,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 finland,25,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,27,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,36,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,32,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,23,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,31,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,34,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,24,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,30,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,25,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 belgium,28,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,24,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,33,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,20,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,51,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,27,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,32,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 usa,43,038549081X,4.06,1985.0,The Handmaid's Tale,607889,13998,32561,116975,252942,267088,1.99
 united kingdom,28,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,25,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 united kingdom,36,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,34,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 australia,27,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,41,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,39,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,45,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,24,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,39,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,47,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,35,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,34,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,36,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,26,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,31,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,34,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,36,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 portugal,30,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,45,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,23,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,52,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,57,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,34,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,55,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,30,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,19,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,45,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,71,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,58,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,32,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,41,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,40,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,38,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,30,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,33,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,32,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,44,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,54,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,30,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,22,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,35,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,31,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,27,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,29,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,29,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,30,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,46,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,46,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,27,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,55,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,29,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,33,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,60,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,28,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,51,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,62,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,35,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,28,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,27,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,42,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,57,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,47,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,50,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,37,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,56,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,18,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,44,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,31,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,25,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,32,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,1,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,47,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,60,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,33,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 finland,31,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,47,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,47,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,30,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,31,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,28,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,26,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,55,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,43,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,64,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,34,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,51,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,62,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,14,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,58,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,25,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,48,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,14,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,56,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,41,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,44,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 canada,45,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,41,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,35,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,33,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,44,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,35,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 germany,34,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,46,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,48,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,30,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,48,042516098X,3.28,1996.0,"Hornet's Nest (Andy Brazil, #1)",12973,892,2186,4858,3409,2207,3.99
 usa,18,014038572X,4.06,1967.0,The Outsiders,659248,10178,34346,134244,227250,274419,10.99
 usa,16,014038572X,4.06,1967.0,The Outsiders,659248,10178,34346,134244,227250,274419,10.99
 usa,27,014038572X,4.06,1967.0,The Outsiders,659248,10178,34346,134244,227250,274419,10.99
 usa,18,014038572X,4.06,1967.0,The Outsiders,659248,10178,34346,134244,227250,274419,10.99
 usa,40,014038572X,4.06,1967.0,The Outsiders,659248,10178,34346,134244,227250,274419,10.99
 usa,14,014038572X,4.06,1967.0,The Outsiders,659248,10178,34346,134244,227250,274419,10.99
 usa,15,014038572X,4.06,1967.0,The Outsiders,659248,10178,34346,134244,227250,274419,10.99
